KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_KYmCKee,[c][ffff00][b]Discover 6th Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя 6-е месторождение Сатиума[/b][-][/c],,,,,,,,
pda_48KS0m4,"Sathium is a strong, heavy metal with a high radiation modulus cross-section that makes it ideal for armor in the radioactive void of space, since it allows it a superior degree of radiation protection.\nThe hardness of sathium when alloyed with certain steel alloys produces a plating material stronger and more abundant than Tungsten Steel with many of the same properties, making it suitable for kinetic and penetrating weapons.\nThe only downside is that like lead radiation shielding it has the tendency to become radioactive after several years of exposure to radiation, requiring replacement.\n\n[c][ff0000][b]- Applies only to Sathium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Сатий — прочный тяжелый металл с высоким поперечным модулем радиации, что делает его идеальным для брони в радиоактивной пустоте космоса, поскольку он обеспечивает превосходную степень радиационной защиты.\nТвердость сатия при легировании некоторыми стальными сплавами позволяет получить более прочный и распространенный материал покрытия, чем вольфрамовая сталь, со многими из тех же свойств, что делает его пригодным для кинетического и проникающего оружия.\nЕдинственным недостатком является то, что, как и свинцовая радиационная защита, она имеет тенденцию становиться радиоактивной после нескольких лет воздействия радиации, что требует замены.\n\n[c][ff0000][b]- Применяется только к месторождениям сатиевой руды -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_m48iKXe,[c][ffff00][b]Discover 7th Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя 7-е месторождение Сатиума[/b][-][/c],,,,,,,,
pda_eCi8iCC,12/20,,,,,,,,,,,,,,,,
pda_CSuauAK,[c][ffff00][b]Discover 8th Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя восьмое месторождение Сатиума[/b][-][/c],,,,,,,,
pda_GgCi4Ka,13/20,,,,,,,,,,,,,,,,
pda_i6OOOe8,[c][ffff00][b]Discover 9th Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя 9-е месторождение Сатиума[/b][-][/c],,,,,,,,
pda_uWQp8iK,14/20,,,,,,,,,,,,,,,,
pda_uG8meWO,[c][ffff00][b]Discover 10th Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя 10-е месторождение Сатиума[/b][-][/c],,,,,,,,
pda_e8mamxW,20/20,,,,,,,,,,,,,,,,
pda_aqKi0u4,[b][c][00ff00]Main Class: Engineer - Level 4[-][/c][/b],,,,,,,,[b][c][00ff00]Основной класс: Инженер — уровень 4[-][/c][/b],,,,,,,,
pda_aiGu44e,"[b][c][00ff00]Class: Engineer - Level 4 (Lieutenant)[-][/c][/b]\n\n[c][ffffff]You've scoured the galaxy for the UCH, to find and record the locations of almost every grade of ore. You've contributed greatly to the UCH's continued presence here in this quadrant of space, but you've still done very little in the way of engineering.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff]There's a task of vital engineering importance. A biomechanical material never seen before that's stronger than any steel and lighter than most ceramics.[-][/c]\n[c][ffffff]High Command wants to know whether or not we can reproduce this versatile material. That means we need samples.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Rank up conditions:[/b][/u][-][/c]\n[c][ffbb00][b]Salvage 5,000 Alien Blocks from any structure[/b][-][/c]\n[c][ffffff]An Industrial Multitool or Tool Turret is recommended[-][/c]\n\n[c][ffff00][b]Note:[/b] Only includes radioactive alien blocks, not Xenosteel.[-][/c]\n[c][ff0000][b]- This mission must be active for objectives to be met -[/b][-][/c]",,,,,,,,"[b][c][00ff00]Класс: Инженер — уровень 4 (лейтенант)[-][/c][/b]\n\n[c][ffffff]Вы прочесали галактику в поисках ЦЭК, чтобы найти и записать местонахождение почти всех сортов руды. Вы внесли большой вклад в дальнейшее присутствие UCH здесь, в этом квадранте космоса, но вы все еще очень мало сделали в инженерном плане.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff]Есть задача жизненной инженерной важности. Биомеханический материал, никогда ранее не встречавшийся, который прочнее любой стали и легче большинства керамик.[-][/c]\n[c][ffffff]Верховное командование хочет знать, сможем ли мы воспроизвести этот универсальный материал. Это значит, что нам нужны образцы.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Условия повышения ранга:[/b][/u][-][/c]\n[c][ffbb00][b]Соберите 5000 блоков пришельцев из любой структуры.[/b][-][/c]\n[c][ffffff]Рекомендуется использовать промышленный мультитул или револьверную головку.[-][/c]\n\n[c][ffff00][b]Примечание:[/b] Включает только радиоактивные блоки пришельцев, но не ксеносталь.[-][/c]\n[c][ff0000][b]- Эта миссия должна быть активной, чтобы цели были достигнуты -[/b][-][/c]",,,,,,,,
pda_iS0OOSO,[b][c][ffffff]Live Steel[-][/c][/b],,,,,,,,[b][c][ffffff]Живая сталь[-][/c][/b],,,,,,,,
pda_m81479R,"[b][c][ff00ff]Salvage 5,000 Alien Hull Blocks[-][/c][/b]",,,,,,,,[b][c][ff00ff]Соберите 5000 корпусных блоков пришельцев.[-][/c][/b],,,,,,,,
pda_WOCeSdY,"Whatever this material is, it's made by The Legacy. It seems to be some form of reconstituted matter that's a blend of both organic and synthetic materials.\nThe UCH High Command wants to know if it can be reproduced, so need you to take samples and evaluate the material's effectiveness.\n\n[b][c][0088ff]An Industrial Multitool or Tool Turret is recommended[-][/c][/b]\n[b][c][dd0000]Note: Only applies to radioactive Alien Blocks, NOT player-made Xenosteel.[-][/c][/b]",,,,,,,,"Что бы это ни было за материал, он создан The Legacy. Похоже, это какая-то форма восстановленной материи, представляющая собой смесь органических и синтетических материалов.\nВерховное командование ЦЭК хочет знать, можно ли его воспроизвести, поэтому вам нужно взять образцы и оценить эффективность материала.\n\n[b][c][0088ff]Рекомендуется использовать промышленный мультитул или револьверную головку.[-][/c][/b]\n[b][c][dd0000]Примечание. Применяется только к радиоактивным блокам пришельцев, а НЕ ксеностали, созданной игроками.[-][/c][/b]",,,,,,,,
pda_eau8mKm,[c][ffffff][b]Confirmation[/b][-][/c],,,,,,,,[c][ffffff][b]Подтверждение[/b][-][/c],,,,,,,,
pda_mCmuCOe,[c][ffff00][b]Rank-up Conditions have been met![/b][-][/c]\n[c][ffffff]Find a [u]safe place[/u] and open your [b]PDA (F1)[/b] to confirm your change to Rank 5 (Commander).[-][/c],,,,,,,,[c][ffff00][b]Условия повышения ранга выполнены![/b][-][/c]\n[c][ffffff]Найдите [u]безопасное место[/u] и открой свой [b]КПК (F1)[/b] чтобы подтвердить переход на 5-й ранг (Командир).[-][/c],,,,,,,,
pda_a8KCSOO,[c][00ff00][b]Open PDA (F1)[/b][-][/c],,,,,,,,[c][00ff00][b]Открыть КПК (F1)[/b][-][/c],,,,,,,,
pda_CGGSq6u,[c][ffffff]Find a safe place and open your PDA (F1) to complete this objective and confirm your rank up to Rank 5 - Commander[-][/c],,,,,,,,"[c][ffffff]Найдите безопасное место и откройте свой КПК (F1), чтобы выполнить эту задачу и подтвердить свой ранг до 5 — Командир.[-][/c]",,,,,,,,
pda_ukOw4uu,"[c][00ff00][b]Class: Engineer - Level 4 (Lieutenant)[/b][-][/c]\n\n[c][ffffff]You've scoured the galaxy for the UCH, to find and record the locations of almost every grade of ore. You've contributed greatly to the UCH's continued presence here in this quadrant of space, but you've still done very little in the way of engineering.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff]There's a task of vital engineering importance. A biomechanical material never seen before that's stronger than any steel and lighter than most ceramics.[-][/c]\n[c][ffffff]High Command wants to know whether or not we can reproduce this versatile material. That means we need samples.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Rank up conditions:[/b][/u][-][/c]\n[c][ffbb00][b]Salvage 5,000 Alien Blocks from any structure[/b][-][/c]\n[c][ffffff]An Industrial Multitool or Tool Turret is recommended[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][b][/b][c][ffff00][b]Note:[/b] Only includes radioactive alien blocks, not Xenosteel.[-][/c]\n[c][ff0000][b]- This mission must be active for objectives to be met -[/b][-][/c]",,,,,,,,"[c][00ff00][b]Класс: Инженер — уровень 4 (лейтенант)[/b][-][/c]\n\n[c][ffffff]Вы прочесали галактику в поисках ЦЭК, чтобы найти и записать местонахождение почти всех сортов руды. Вы внесли большой вклад в дальнейшее присутствие UCH здесь, в этом квадранте космоса, но вы все еще очень мало сделали в инженерном плане.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff]Есть задача жизненной инженерной важности. Биомеханический материал, никогда ранее не встречавшийся, который прочнее любой стали и легче большинства керамик.[-][/c]\n[c][ffffff]Верховное командование хочет знать, сможем ли мы воспроизвести этот универсальный материал. Это значит, что нам нужны образцы.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Условия повышения ранга:[/b][/u][-][/c]\n[c][ffbb00][b]Соберите 5000 блоков пришельцев из любой структуры.[/b][-][/c]\n[c][ffffff]Рекомендуется использовать промышленный мультитул или револьверную головку.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][b][/b][c][ffff00][b]Примечание:[/b] Включает только радиоактивные блоки пришельцев, но не ксеносталь.[-][/c]\n[c][ff0000][b]- Эта миссия должна быть активной, чтобы цели были достигнуты -[/b][-][/c]",,,,,,,,
